time,open,high,low,close,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-01-20T01:05:00+08:00,4678,4678.1,4676,4676.7,4677.378171,,,,,,,4704.287223,4693.355421,4682.423618,4677.378171,4672.332724,4661.400921,4650.469119,0,0,0,0,,,533
2026-01-20T01:10:00+08:00,4676.5,4677.1,4675.6,4676.1,4677.290752,,,,,,,4704.026814,4693.165289,4682.303763,4677.290752,4672.27774,4661.416215,4650.554689,0,0,0,0,,,395
2026-01-20T01:15:00+08:00,4676,4676.8,4674.4,4675.8,4677.165796,,,,,,,4703.732203,4692.9396,4682.146997,4677.165796,4672.184594,4661.391991,4650.599388,0,0,0,0,,,630
2026-01-20T01:20:00+08:00,4675.9,4676.2,4675.1,4675.4,4676.998435,,,,,,,4703.383936,4692.664826,4681.945716,4676.998435,4672.051153,4661.332043,4650.612933,0,0,0,0,,,226
2026-01-20T01:25:00+08:00,4675.3,4676.8,4674.4,4676,4676.888186,,,,,,,4703.098454,4692.450532,4681.802611,4676.888186,4671.973761,4661.325839,4650.677918,0,0,0,0,,,393
2026-01-20T01:30:00+08:00,4676.5,4678.9,4676.5,4677.7,4676.93886,,,,,,,4702.980101,4692.400846,4681.821592,4676.93886,4672.056127,4661.476873,4650.897618,0,0,0,0,,,792
2026-01-20T01:35:00+08:00,4677.4,4678.5,4677.1,4678.1,4677.030704,,,,,,,4702.897579,4692.389161,4681.880743,4677.030704,4672.180665,4661.672246,4651.163828,0,0,0,0,,,319
2026-01-20T01:40:00+08:00,4678.4,4681.7,4678.4,4681.7,4677.451144,,,,,,,4703.161883,4692.716895,4682.271908,4677.451144,4672.630381,4662.185393,4651.740406,0,0,0,0,,,960
2026-01-20T01:45:00+08:00,4681.7,4682.4,4679.4,4681.4,4677.84371,,,,,,,4703.412994,4693.025472,4682.637951,4677.84371,4673.04947,4662.661948,4652.274427,0,0,0,0,,,1043
2026-01-20T01:50:00+08:00,4681.4,4684.4,4681.4,4683.3,4678.398202,,,,,,,4703.839945,4693.504237,4683.168529,4678.398202,4673.627876,4663.292168,4652.95646,0,0,0,0,,,926
2026-01-20T01:55:00+08:00,4683.5,4683.9,4681,4681.9,4678.810382,,,,,,,4704.136815,4693.847951,4683.559088,4678.810382,4674.061675,4663.772812,4653.483948,0,0,0,0,,,893
2026-01-20T02:00:00+08:00,4681.6,4681.8,4679.2,4679.7,4678.998803,,,,,,,4704.217978,4693.972688,4683.727398,4678.998803,4674.270208,4664.024918,4653.779628,0,0,0,0,,,533
2026-01-20T02:05:00+08:00,4679.8,4680.9,4679,4679.9,4679.178912,,,,,,,4704.289554,4694.088356,4683.887158,4679.178912,4674.470667,4664.269469,4654.068271,0,0,0,0,,,413
2026-01-20T02:10:00+08:00,4679.9,4681.7,4679.6,4680.9,4679.426998,,,,,,,4704.429767,4694.272392,4684.115017,4679.426998,4674.738979,4664.581604,4654.424229,0,0,0,0,,,421
2026-01-20T02:15:00+08:00,4680.9,4682.8,4680.5,4681.3,4679.688612,,,,,,,4704.586039,4694.471459,4684.35688,4679.688612,4675.020345,4664.905765,4654.791185,0,0,0,0,,4684.6,457
2026-01-20T02:20:00+08:00,4681.6,4686.1,4681.6,4684.6,4680.225552,,,,,,,4705.046758,4694.963143,4684.879528,4680.225552,4675.571575,4665.48796,4655.404345,0,0,0,0,,,1392
2026-01-20T02:25:00+08:00,4684.6,4684.9,4683.6,4683.8,4680.66155,,,,,,,4705.395679,4695.347439,4685.299199,4680.66155,4676.0239,4665.975661,4655.927421,0,0,0,0,,,516
2026-01-20T02:30:00+08:00,4684.1,4684.3,4681.6,4682.2,4680.921799,,,,,,,4705.574521,4695.559353,4685.544184,4680.921799,4676.299414,4666.284246,4656.269077,0,0,0,0,,,686
2026-01-20T02:35:00+08:00,4682.1,4683.1,4680.5,4683,4681.222562,,,,,,,4705.797926,4695.814184,4685.830443,4681.222562,4676.614682,4666.63094,4656.647199,0,0,0,0,,,648
2026-01-20T02:40:00+08:00,4682.7,4684.4,4681.2,4683.6,4681.547152,,,,,,,4706.056136,4696.099361,4686.142586,4681.547152,4676.951717,4666.994943,4657.038168,0,0,0,0,,,532
2026-01-20T02:45:00+08:00,4683.5,4683.9,4681.6,4682.1,4681.705116,,,,,,,4706.147021,4696.217497,4686.287973,4681.705116,4677.122259,4667.192735,4657.263211,0,0,0,0,,,216
